"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 04, 2019","1,605.96","1,613.70","1,615.33","1,603.61","13.19B","-0.29%"
"Oct 03, 2019","1,610.69","1,606.38","1,614.84","1,605.13","13.84B","-0.18%"
"Oct 02, 2019","1,613.64","1,617.83","1,619.34","1,608.89","14.55B","-0.64%"
"Oct 01, 2019","1,624.09","1,637.59","1,639.14","1,623.03","14.79B","-0.80%"
"Sep 30, 2019","1,637.22","1,643.13","1,645.06","1,634.10","15.02B","-0.40%"
"Sep 27, 2019","1,643.76","1,636.42","1,648.67","1,630.39","14.77B","0.43%"
"Sep 26, 2019","1,636.75","1,633.92","1,638.25","1,630.81","16.25B","0.51%"
"Sep 25, 2019","1,628.38","1,624.69","1,630.56","1,621.63","16.29B","-0.13%"
"Sep 24, 2019","1,630.50","1,623.60","1,634.04","1,622.75","17.03B","0.48%"
"Sep 23, 2019","1,622.79","1,635.31","1,636.16","1,620.77","14.27B","-0.82%"
"Sep 20, 2019","1,636.20","1,641.23","1,644.29","1,627.90","18.65B","-0.27%"
"Sep 19, 2019","1,640.66","1,656.66","1,660.81","1,638.47","18.77B","-0.81%"
"Sep 18, 2019","1,654.14","1,663.62","1,664.81","1,650.64","19.72B","-0.59%"
"Sep 17, 2019","1,663.93","1,661.59","1,670.62","1,659.14","20.37B","0.06%"
"Sep 16, 2019","1,662.93","1,666.77","1,668.77","1,658.65","17.59B","0.06%"
"Sep 13, 2019","1,661.96","1,664.37","1,667.49","1,655.95","20.92B","0.08%"
"Sep 12, 2019","1,660.68","1,678.32","1,679.03","1,659.42","21.12B","-0.80%"
"Sep 11, 2019","1,674.03","1,669.36","1,674.73","1,661.66","19.84B","0.49%"
"Sep 10, 2019","1,665.93","1,675.10","1,677.47","1,662.28","19.43B","-0.32%"
"Sep 09, 2019","1,671.22","1,673.22","1,676.62","1,666.61","16.60B","0.07%"
"Sep 06, 2019","1,670.06","1,677.41","1,679.65","1,667.61","15.51B","0.02%"
"Sep 05, 2019","1,669.79","1,670.91","1,673.84","1,663.34","17.97B","0.67%"
"Sep 04, 2019","1,658.64","1,650.87","1,664.56","1,647.29","19.58B","1.00%"
"Sep 03, 2019","1,642.25","1,657.30","1,660.26","1,642.23","19.86B","-0.72%"
"Sep 02, 2019","1,654.11","1,651.20","1,658.66","1,646.59","19.03B","-0.05%"
"Aug 30, 2019","1,654.92","1,647.06","1,654.93","1,643.04","20.14B","0.96%"
"Aug 29, 2019","1,639.14","1,621.92","1,639.17","1,621.06","20.44B","1.37%"
"Aug 28, 2019","1,616.93","1,618.30","1,624.27","1,615.19","15.47B","0.09%"
"Aug 27, 2019","1,615.47","1,625.04","1,630.55","1,612.10","20.27B","-0.45%"
"Aug 26, 2019","1,622.73","1,620.36","1,624.77","1,609.40","24.36B","-1.45%"
"Aug 23, 2019","1,646.68","1,637.70","1,646.74","1,636.20","18.47B","0.80%"
"Aug 22, 2019","1,633.56","1,628.10","1,638.03","1,627.30","21.09B","-0.29%"
"Aug 21, 2019","1,638.24","1,628.55","1,642.07","1,623.24","22.61B","0.78%"
"Aug 20, 2019","1,625.57","1,642.82","1,643.41","1,621.85","20.45B","-0.71%"
"Aug 19, 2019","1,637.26","1,639.42","1,643.65","1,633.79","18.90B","0.36%"
"Aug 16, 2019","1,631.40","1,608.98","1,632.42","1,607.22","23.70B","1.71%"
"Aug 15, 2019","1,604.03","1,605.00","1,614.08","1,590.55","23.10B","-0.95%"
"Aug 14, 2019","1,619.45","1,634.72","1,640.92","1,612.09","20.32B","-0.05%"
"Aug 13, 2019","1,620.23","1,642.82","1,644.15","1,619.03","18.53B","-1.84%"
"Aug 09, 2019","1,650.64","1,672.22","1,675.44","1,649.52","18.17B","-0.87%"
"Aug 08, 2019","1,665.12","1,670.93","1,673.84","1,660.36","18.65B","-0.26%"
"Aug 07, 2019","1,669.44","1,672.52","1,681.81","1,665.14","22.79B","-0.12%"
"Aug 06, 2019","1,671.48","1,652.72","1,673.38","1,647.49","22.90B","0.33%"
"Aug 05, 2019","1,665.99","1,675.02","1,681.36","1,664.73","18.23B","-1.11%"
"Aug 02, 2019","1,684.71","1,680.52","1,687.15","1,671.97","22.86B","-0.88%"
"Aug 01, 2019","1,699.75","1,706.56","1,709.05","1,694.93","18.15B","-0.71%"
"Jul 31, 2019","1,711.97","1,704.04","1,716.05","1,702.72","17.29B","0.32%"
"Jul 30, 2019","1,706.49","1,718.55","1,722.20","1,704.03","17.74B","-0.67%"
"Jul 26, 2019","1,717.97","1,729.26","1,730.08","1,714.81","20.91B","-0.75%"
"Jul 25, 2019","1,730.90","1,727.13","1,732.92","1,725.47","19.92B","0.32%"
"Jul 24, 2019","1,725.44","1,727.81","1,730.71","1,720.60","19.43B","0.03%"
"Jul 23, 2019","1,724.87","1,730.70","1,732.69","1,719.93","20.75B","-0.16%"
"Jul 22, 2019","1,727.58","1,733.24","1,735.88","1,723.64","18.86B","-0.43%"
"Jul 19, 2019","1,735.10","1,734.38","1,738.70","1,732.16","18.94B","0.68%"
"Jul 18, 2019","1,723.44","1,714.75","1,725.94","1,714.41","16.95B","0.27%"
"Jul 17, 2019","1,718.85","1,726.04","1,729.88","1,717.82","20.70B","-0.53%"
"Jul 15, 2019","1,727.98","1,733.77","1,737.65","1,727.98","22.26B","-0.21%"
"Jul 12, 2019","1,731.59","1,744.73","1,746.21","1,728.36","23.53B","-0.51%"
"Jul 11, 2019","1,740.45","1,745.85","1,748.15","1,738.63","20.67B","0.06%"
"Jul 10, 2019","1,739.43","1,726.73","1,741.76","1,724.58","21.54B","1.04%"
"Jul 09, 2019","1,721.48","1,728.46","1,734.35","1,721.33","24.07B","-0.55%"
"Jul 08, 2019","1,731.03","1,727.10","1,734.13","1,722.53","22.71B","-0.01%"
"Jul 05, 2019","1,731.23","1,725.45","1,731.84","1,719.61","21.48B","0.40%"
"Jul 04, 2019","1,724.37","1,741.31","1,747.11","1,714.98","24.95B","-0.81%"
"Jul 03, 2019","1,738.51","1,733.51","1,742.17","1,729.79","20.72B","0.36%"
"Jul 02, 2019","1,732.23","1,738.84","1,741.64","1,730.05","19.69B","-0.50%"
"Jul 01, 2019","1,740.91","1,744.13","1,747.53","1,739.48","21.55B","0.61%"
"Jun 28, 2019","1,730.34","1,731.89","1,735.61","1,729.46","14.14B","-0.08%"
"Jun 27, 2019","1,731.64","1,726.77","1,735.88","1,725.55","17.21B","0.55%"
"Jun 26, 2019","1,722.21","1,717.19","1,723.24","1,715.41","16.24B","0.05%"
"Jun 25, 2019","1,721.33","1,716.05","1,725.42","1,707.77","18.85B","0.31%"
"Jun 24, 2019","1,716.00","1,722.64","1,724.23","1,713.02","15.07B","-0.07%"
"Jun 21, 2019","1,717.14","1,722.60","1,727.83","1,714.09","19.62B","-0.04%"
"Jun 20, 2019","1,717.82","1,711.37","1,722.90","1,708.12","20.22B","0.69%"
"Jun 19, 2019","1,705.98","1,693.85","1,711.89","1,691.95","22.63B","1.33%"
"Jun 18, 2019","1,683.60","1,667.30","1,683.78","1,665.19","18.54B","0.98%"
"Jun 17, 2019","1,667.23","1,674.26","1,678.20","1,667.15","14.07B","-0.30%"
"Jun 14, 2019","1,672.33","1,673.55","1,675.90","1,667.38","12.60B","-0.11%"
"Jun 13, 2019","1,674.14","1,669.53","1,675.84","1,663.39","16.04B","0.18%"
"Jun 12, 2019","1,671.11","1,669.08","1,672.50","1,665.02","12.87B","0.04%"
"Jun 11, 2019","1,670.41","1,667.55","1,675.60","1,663.36","14.78B","0.34%"
"Jun 10, 2019","1,664.73","1,661.72","1,667.69","1,661.37","14.46B","0.68%"
"Jun 07, 2019","1,653.50","1,656.84","1,658.93","1,650.30","11.47B","0.01%"
"Jun 06, 2019","1,653.41","1,648.54","1,655.33","1,643.27","14.48B","0.30%"
"Jun 05, 2019","1,648.46","1,647.52","1,650.70","1,642.35","14.41B","0.66%"
"Jun 04, 2019","1,637.69","1,624.65","1,640.54","1,622.99","17.86B","1.08%"
"May 31, 2019","1,620.22","1,620.58","1,627.33","1,612.17","15.76B","-0.08%"
"May 30, 2019","1,621.57","1,619.26","1,628.37","1,618.63","14.35B","0.14%"
"May 29, 2019","1,619.36","1,631.29","1,632.06","1,618.71","15.38B","-0.78%"
"May 28, 2019","1,632.04","1,627.86","1,632.47","1,618.33","20.56B","0.44%"
"May 27, 2019","1,624.84","1,619.66","1,628.34","1,614.05","13.46B","0.66%"
"May 24, 2019","1,614.12","1,604.67","1,617.62","1,599.10","14.48B","0.27%"
"May 23, 2019","1,609.79","1,622.21","1,625.98","1,608.26","13.44B","-1.05%"
"May 22, 2019","1,626.91","1,616.55","1,628.06","1,616.49","14.19B","1.02%"
"May 21, 2019","1,610.49","1,608.82","1,616.55","1,602.56","13.95B","0.15%"
"May 17, 2019","1,608.11","1,618.99","1,622.33","1,606.69","14.05B","-0.41%"
"May 16, 2019","1,614.75","1,623.33","1,626.08","1,604.76","17.34B","-0.40%"
"May 15, 2019","1,621.27","1,636.83","1,638.94","1,621.27","13.01B","-0.77%"
"May 14, 2019","1,633.84","1,631.52","1,639.63","1,629.56","13.00B","-0.38%"
"May 13, 2019","1,640.13","1,648.09","1,652.33","1,634.93","11.92B","-0.52%"
"May 10, 2019","1,648.69","1,654.26","1,656.37","1,638.71","15.60B","0.11%"
"May 09, 2019","1,646.80","1,653.12","1,659.38","1,646.07","13.98B","-0.44%"
"May 08, 2019","1,654.01","1,662.05","1,663.40","1,650.24","14.91B","-0.94%"
"May 07, 2019","1,669.68","1,669.38","1,675.16","1,665.58","13.56B","-0.56%"
"May 03, 2019","1,679.05","1,676.57","1,682.06","1,676.01","11.84B","-0.01%"
"May 02, 2019","1,679.17","1,677.00","1,682.50","1,675.90","12.84B","0.34%"
"Apr 30, 2019","1,673.52","1,668.02","1,676.64","1,667.29","11.31B","0.41%"
"Apr 29, 2019","1,666.68","1,665.57","1,669.55","1,663.33","9.39B","-0.03%"
"Apr 26, 2019","1,667.15","1,673.28","1,674.01","1,663.14","10.86B","-0.37%"
"Apr 25, 2019","1,673.32","1,673.25","1,678.19","1,670.84","9.01B","-0.01%"
"Apr 24, 2019","1,673.43","1,674.43","1,676.84","1,668.06","10.80B","0.13%"
"Apr 23, 2019","1,671.31","1,674.82","1,679.26","1,670.75","10.66B","-0.13%"
"Apr 22, 2019","1,673.48","1,677.83","1,683.79","1,673.44","12.46B","-0.04%"
"Apr 19, 2019","1,674.10","1,675.37","1,679.75","1,671.83","9.12B","-0.05%"
"Apr 18, 2019","1,675.00","1,674.74","1,677.14","1,667.70","10.63B","0.11%"
"Apr 17, 2019","1,673.20","1,665.68","1,676.00","1,664.04","12.41B","0.77%"
"Apr 12, 2019","1,660.45","1,658.00","1,662.60","1,654.46","9.08B","0.08%"
"Apr 11, 2019","1,659.09","1,661.57","1,662.53","1,656.33","9.34B","-0.18%"
"Apr 10, 2019","1,662.13","1,659.29","1,664.68","1,658.26","9.97B","0.26%"
"Apr 09, 2019","1,657.74","1,650.55","1,660.31","1,648.23","11.02B","0.70%"
"Apr 05, 2019","1,646.18","1,646.03","1,649.99","1,643.13","8.16B","0.12%"
"Apr 04, 2019","1,644.22","1,649.39","1,650.75","1,640.01","9.79B","-0.29%"
"Apr 03, 2019","1,649.06","1,653.08","1,654.02","1,646.01","14.50B","-0.15%"
"Apr 02, 2019","1,651.48","1,650.54","1,655.09","1,647.93","10.51B","0.42%"
"Apr 01, 2019","1,644.64","1,645.37","1,651.14","1,644.22","11.05B","0.37%"
"Mar 29, 2019","1,638.65","1,639.31","1,644.27","1,635.24","11.08B","0.27%"
"Mar 28, 2019","1,634.25","1,626.60","1,637.60","1,625.77","15.46B","0.30%"
"Mar 27, 2019","1,629.40","1,632.27","1,635.43","1,624.26","14.08B","-0.18%"
"Mar 26, 2019","1,632.32","1,626.89","1,634.19","1,622.94","13.04B","0.39%"
"Mar 25, 2019","1,625.91","1,632.03","1,636.93","1,617.89","13.72B","-1.24%"
"Mar 22, 2019","1,646.29","1,636.69","1,646.94","1,633.67","13.68B","0.75%"
"Mar 21, 2019","1,634.00","1,631.79","1,640.04","1,631.41","12.44B","0.39%"
"Mar 20, 2019","1,627.62","1,631.44","1,635.42","1,626.97","12.32B","-0.15%"
"Mar 19, 2019","1,630.09","1,617.87","1,633.26","1,617.01","13.41B","0.77%"
"Mar 18, 2019","1,617.57","1,628.85","1,630.45","1,612.85","13.55B","-0.49%"
"Mar 15, 2019","1,625.57","1,636.82","1,639.10","1,625.41","13.57B","-0.63%"
"Mar 14, 2019","1,635.88","1,642.36","1,643.56","1,634.70","12.73B","-0.23%"
"Mar 13, 2019","1,639.67","1,626.42","1,639.69","1,623.75","12.90B","0.74%"
"Mar 12, 2019","1,627.59","1,631.88","1,633.97","1,624.55","12.35B","0.01%"
"Mar 11, 2019","1,627.43","1,633.45","1,636.20","1,625.06","10.92B","-0.17%"
"Mar 08, 2019","1,630.12","1,631.69","1,637.46","1,626.33","12.50B","-0.19%"
"Mar 07, 2019","1,633.21","1,624.76","1,635.77","1,623.32","12.83B","0.47%"
"Mar 06, 2019","1,625.51","1,636.68","1,639.42","1,624.68","14.35B","-0.82%"
"Mar 05, 2019","1,639.00","1,633.51","1,641.56","1,629.55","12.92B","0.23%"
"Mar 04, 2019","1,635.30","1,641.32","1,643.53","1,632.83","16.04B","-0.37%"
"Mar 01, 2019","1,641.44","1,655.27","1,656.64","1,640.57","15.18B","-0.73%"
"Feb 28, 2019","1,653.48","1,666.33","1,666.74","1,652.71","14.37B","-0.71%"
"Feb 27, 2019","1,665.27","1,663.92","1,668.61","1,659.62","14.82B","0.10%"
"Feb 26, 2019","1,663.56","1,665.89","1,670.77","1,662.81","14.78B","-0.49%"
"Feb 25, 2019","1,671.75","1,665.30","1,674.54","1,664.92","14.26B","0.76%"
"Feb 22, 2019","1,659.20","1,645.33","1,661.09","1,644.51","13.64B","0.72%"
"Feb 21, 2019","1,647.32","1,646.96","1,651.80","1,642.49","11.95B","0.12%"
"Feb 20, 2019","1,645.38","1,639.16","1,647.21","1,636.12","12.47B","0.59%"
"Feb 18, 2019","1,635.71","1,644.99","1,647.74","1,635.71","10.60B","-0.08%"
"Feb 15, 2019","1,636.94","1,651.10","1,652.06","1,634.87","14.86B","-0.95%"
"Feb 14, 2019","1,652.64","1,658.41","1,659.52","1,650.13","12.78B","-0.19%"
"Feb 13, 2019","1,655.73","1,649.09","1,657.12","1,645.84","13.09B","0.81%"
"Feb 12, 2019","1,642.49","1,637.48","1,645.63","1,635.54","10.87B","0.27%"
"Feb 11, 2019","1,638.00","1,644.75","1,647.49","1,632.82","13.05B","-0.83%"
"Feb 08, 2019","1,651.68","1,647.63","1,657.58","1,637.58","17.34B","-0.09%"
"Feb 07, 2019","1,653.11","1,659.94","1,667.01","1,649.50","14.23B","-0.34%"
"Feb 06, 2019","1,658.71","1,655.14","1,663.49","1,653.00","11.17B","0.34%"
"Feb 05, 2019","1,653.09","1,653.53","1,654.98","1,645.57","8.18B","-0.03%"
"Feb 04, 2019","1,653.62","1,655.42","1,659.26","1,652.14","9.65B","0.13%"
"Feb 01, 2019","1,651.40","1,644.61","1,655.34","1,642.24","12.02B","0.59%"
"Jan 31, 2019","1,641.73","1,640.34","1,649.85","1,639.90","13.67B","0.56%"
"Jan 30, 2019","1,632.60","1,626.55","1,632.83","1,622.59","11.90B","0.53%"
"Jan 29, 2019","1,624.05","1,623.00","1,625.36","1,616.45","12.73B","-0.06%"
"Jan 28, 2019","1,625.03","1,627.71","1,634.70","1,622.58","12.35B","0.09%"
"Jan 25, 2019","1,623.62","1,625.59","1,628.62","1,617.78","13.25B","0.19%"
"Jan 24, 2019","1,620.53","1,619.12","1,628.21","1,614.56","14.53B","0.19%"
"Jan 23, 2019","1,617.38","1,601.72","1,620.51","1,600.35","17.19B","0.97%"
"Jan 22, 2019","1,601.77","1,587.82","1,601.80","1,586.19","12.68B","0.84%"
"Jan 21, 2019","1,588.38","1,586.72","1,595.16","1,585.24","11.69B","0.29%"
"Jan 18, 2019","1,583.77","1,585.07","1,588.75","1,577.86","12.08B","0.22%"
"Jan 17, 2019","1,580.30","1,578.14","1,586.88","1,576.84","12.52B","0.18%"
"Jan 16, 2019","1,577.41","1,581.37","1,582.44","1,565.48","16.49B","0.03%"
"Jan 15, 2019","1,577.00","1,587.17","1,590.15","1,574.37","12.27B","-0.35%"
"Jan 14, 2019","1,582.57","1,592.58","1,594.06","1,580.56","12.26B","-0.91%"
"Jan 11, 2019","1,597.04","1,591.21","1,597.18","1,586.93","12.09B","0.59%"
"Jan 10, 2019","1,587.63","1,590.07","1,599.10","1,579.20","14.42B","-0.18%"
"Jan 09, 2019","1,590.50","1,604.21","1,609.39","1,587.53","11.74B","-0.22%"
"Jan 08, 2019","1,594.00","1,594.07","1,597.35","1,587.47","10.79B","0.08%"
"Jan 07, 2019","1,592.72","1,584.74","1,596.97","1,582.69","11.99B","1.12%"
"Jan 04, 2019","1,575.13","1,559.63","1,575.13","1,550.22","13.89B","0.97%"
"Jan 03, 2019","1,560.03","1,571.48","1,578.17","1,556.77","11.33B","-0.38%"
"Jan 02, 2019","1,565.94","1,567.09","1,575.22","1,563.66","10.19B","0.13%"
"Dec 28, 2018","1,563.88","1,550.87","1,564.02","1,549.70","10.43B","1.00%"
"Dec 27, 2018","1,548.37","1,582.22","1,585.77","1,546.62","13.74B","-0.55%"
"Dec 26, 2018","1,556.93","1,556.95","1,562.00","1,548.99","11.27B","0.02%"
"Dec 25, 2018","1,556.65","1,576.40","1,576.75","1,555.00","11.28B","-2.18%"
"Dec 24, 2018","1,591.29","1,589.69","1,599.89","1,588.56","9.81B","-0.25%"
"Dec 21, 2018","1,595.33","1,588.99","1,601.58","1,586.35","12.79B","-0.05%"
"Dec 20, 2018","1,596.10","1,594.86","1,599.20","1,583.11","11.52B","-0.31%"
"Dec 19, 2018","1,601.12","1,582.58","1,601.17","1,578.64","13.70B","1.13%"
"Dec 18, 2018","1,583.19","1,594.10","1,595.32","1,580.58","11.97B","-1.14%"
"Dec 17, 2018","1,601.48","1,612.87","1,615.63","1,593.37","14.31B","-0.50%"
"Dec 14, 2018","1,609.45","1,613.23","1,620.60","1,602.42","12.61B","-0.34%"
"Dec 13, 2018","1,614.99","1,638.96","1,642.20","1,612.91","12.40B","-1.22%"
"Dec 12, 2018","1,634.88","1,642.42","1,644.90","1,632.34","9.59B","0.08%"
"Dec 11, 2018","1,633.62","1,646.87","1,647.88","1,633.11","12.20B","-0.99%"
"Dec 07, 2018","1,649.99","1,656.11","1,659.45","1,648.33","10.34B","-0.23%"
"Dec 06, 2018","1,653.73","1,653.09","1,658.64","1,649.23","10.94B","-1.11%"
"Dec 04, 2018","1,672.32","1,674.53","1,677.99","1,669.10","10.60B","-0.02%"
"Dec 03, 2018","1,672.61","1,662.15","1,675.43","1,660.05","12.97B","1.88%"
"Nov 30, 2018","1,641.80","1,640.70","1,647.89","1,633.44","10.16B","0.32%"
"Nov 29, 2018","1,636.49","1,646.62","1,650.69","1,635.19","10.44B","-0.25%"
"Nov 28, 2018","1,640.63","1,636.59","1,644.27","1,635.37","9.87B","0.39%"
"Nov 27, 2018","1,634.27","1,630.08","1,636.89","1,627.54","14.99B","0.21%"
"Nov 26, 2018","1,630.77","1,621.99","1,631.74","1,616.97","10.55B","0.53%"
"Nov 23, 2018","1,622.10","1,607.11","1,623.01","1,600.63","12.00B","1.10%"
"Nov 22, 2018","1,604.40","1,616.95","1,622.01","1,603.00","10.36B","-0.80%"
"Nov 21, 2018","1,617.33","1,603.73","1,622.14","1,598.57","13.55B","0.33%"
"Nov 20, 2018","1,612.03","1,631.81","1,632.23","1,610.18","11.19B","-1.49%"
"Nov 19, 2018","1,636.48","1,634.10","1,640.53","1,630.96","9.53B","0.09%"
"Nov 16, 2018","1,635.00","1,640.47","1,646.46","1,632.94","11.41B","-0.23%"
"Nov 15, 2018","1,638.83","1,656.60","1,658.02","1,638.67","12.75B","-0.82%"
"Nov 14, 2018","1,652.30","1,655.09","1,660.74","1,646.24","11.81B","-0.45%"
"Nov 13, 2018","1,659.78","1,645.42","1,664.51","1,642.83","15.35B","0.30%"
"Nov 12, 2018","1,654.85","1,672.85","1,673.42","1,654.80","10.12B","-0.82%"
"Nov 09, 2018","1,668.52","1,675.84","1,677.51","1,664.85","11.11B","-0.79%"
"Nov 08, 2018","1,681.73","1,685.29","1,688.90","1,681.25","11.76B","0.38%"
"Nov 07, 2018","1,675.33","1,673.65","1,676.09","1,656.51","15.12B","0.36%"
"Nov 06, 2018","1,669.33","1,677.45","1,684.44","1,669.22","10.61B","-0.07%"
"Nov 05, 2018","1,670.58","1,670.46","1,673.01","1,666.50","9.70B","-0.67%"
"Nov 02, 2018","1,681.84","1,675.09","1,687.76","1,672.09","15.33B","0.86%"
"Nov 01, 2018","1,667.55","1,672.14","1,674.87","1,660.11","15.04B","-0.09%"
"Oct 31, 2018","1,669.09","1,651.07","1,669.27","1,649.27","13.49B","1.87%"
"Oct 30, 2018","1,638.51","1,638.83","1,645.31","1,633.73","11.27B","0.10%"
"Oct 29, 2018","1,636.88","1,632.26","1,645.98","1,630.73","11.62B","0.49%"
"Oct 26, 2018","1,628.96","1,637.48","1,639.67","1,625.33","13.38B","-0.93%"
"Oct 25, 2018","1,644.33","1,605.91","1,645.91","1,596.40","20.31B","1.29%"
"Oct 24, 2018","1,623.37","1,641.61","1,647.90","1,618.82","18.45B","-2.12%"
"Oct 22, 2018","1,658.56","1,669.82","1,674.25","1,654.90","12.75B","-0.56%"
"Oct 19, 2018","1,667.91","1,680.12","1,681.92","1,664.09","14.60B","-0.89%"
"Oct 18, 2018","1,682.91","1,692.15","1,694.67","1,681.24","12.81B","-0.72%"
"Oct 17, 2018","1,695.04","1,708.09","1,710.39","1,695.04","11.13B","-0.17%"
"Oct 16, 2018","1,697.87","1,697.56","1,701.57","1,689.83","10.04B","0.10%"
"Oct 12, 2018","1,696.16","1,690.28","1,699.60","1,688.44","10.38B","0.79%"
"Oct 11, 2018","1,682.89","1,679.27","1,688.63","1,673.59","16.93B","-2.26%"
"Oct 10, 2018","1,721.82","1,709.34","1,721.82","1,707.63","12.72B","1.47%"
"Oct 09, 2018","1,696.92","1,699.99","1,708.72","1,690.92","14.11B","0.04%"
"Oct 08, 2018","1,696.22","1,719.71","1,728.24","1,696.20","17.41B","-1.41%"
"Oct 05, 2018","1,720.52","1,726.41","1,732.36","1,718.12","11.97B","-0.51%"
"Oct 04, 2018","1,729.40","1,735.74","1,740.59","1,720.13","14.67B","-0.72%"
"Oct 03, 2018","1,741.96","1,753.79","1,757.43","1,741.96","13.81B","-0.35%"
"Oct 02, 2018","1,748.09","1,757.33","1,762.24","1,746.06","15.10B","-0.70%"
"Oct 01, 2018","1,760.47","1,762.30","1,765.06","1,757.74","12.27B","0.23%"
"Sep 28, 2018","1,756.41","1,757.60","1,758.95","1,751.09","11.26B","0.20%"
"Sep 27, 2018","1,752.95","1,751.70","1,753.16","1,735.58","14.09B","0.17%"
"Sep 26, 2018","1,749.93","1,752.52","1,755.57","1,746.99","11.12B","0.11%"
"Sep 25, 2018","1,747.99","1,753.66","1,756.85","1,745.73","12.14B","-0.08%"
"Sep 24, 2018","1,749.42","1,751.29","1,759.51","1,748.52","12.97B","-0.38%"
"Sep 21, 2018","1,756.12","1,758.80","1,766.62","1,753.32","18.37B","0.23%"
"Sep 20, 2018","1,752.11","1,757.42","1,762.17","1,749.72","20.67B","0.13%"
"Sep 19, 2018","1,749.80","1,749.63","1,762.72","1,747.47","21.99B","0.31%"
"Sep 18, 2018","1,744.42","1,718.49","1,748.76","1,716.75","18.57B","1.51%"
"Sep 17, 2018","1,718.39","1,717.99","1,725.03","1,711.57","13.54B","-0.22%"
"Sep 14, 2018","1,722.21","1,724.83","1,727.83","1,718.11","13.60B","0.25%"
"Sep 13, 2018","1,717.96","1,691.04","1,723.48","1,690.84","18.82B","2.30%"
"Sep 12, 2018","1,679.39","1,672.04","1,680.54","1,666.07","17.22B","0.42%"
"Sep 11, 2018","1,672.42","1,690.65","1,694.86","1,672.40","12.26B","-1.13%"
"Sep 10, 2018","1,691.51","1,686.78","1,692.16","1,680.50","10.78B","0.12%"
"Sep 07, 2018","1,689.49","1,687.95","1,694.56","1,683.58","9.75B","-0.26%"
"Sep 06, 2018","1,693.94","1,685.38","1,694.05","1,676.67","13.02B","0.45%"
"Sep 05, 2018","1,686.37","1,709.26","1,711.37","1,685.95","13.14B","-1.64%"
"Sep 04, 2018","1,714.41","1,722.56","1,724.86","1,713.96","12.02B","-0.40%"
"Sep 03, 2018","1,721.21","1,721.94","1,726.30","1,718.87","9.89B","-0.02%"
"Aug 31, 2018","1,721.58","1,714.48","1,721.99","1,712.92","13.72B","0.07%"
"Aug 30, 2018","1,720.43","1,726.28","1,730.65","1,720.41","12.03B","-0.11%"
"Aug 29, 2018","1,722.26","1,721.36","1,723.03","1,714.14","9.49B","0.24%"
"Aug 28, 2018","1,718.15","1,723.96","1,728.22","1,716.57","10.24B","0.05%"
"Aug 27, 2018","1,717.24","1,710.04","1,717.45","1,708.94","10.29B","0.79%"
"Aug 24, 2018","1,703.82","1,701.31","1,704.59","1,697.59","19.84B","-0.06%"
"Aug 23, 2018","1,704.80","1,705.63","1,709.90","1,701.30","9.91B","0.38%"
"Aug 22, 2018","1,698.30","1,695.94","1,705.91","1,695.34","10.51B","0.22%"
"Aug 21, 2018","1,694.63","1,703.82","1,707.63","1,688.59","12.46B","-0.40%"
"Aug 20, 2018","1,701.42","1,698.97","1,705.33","1,693.90","11.13B","0.67%"
"Aug 17, 2018","1,690.04","1,688.01","1,694.39","1,687.03","11.99B","0.54%"
"Aug 16, 2018","1,680.96","1,673.33","1,682.43","1,664.90","14.19B","0.28%"
"Aug 15, 2018","1,676.29","1,688.64","1,690.24","1,673.77","14.45B","-1.12%"
